countryname,countrycode,date,c1_schoolclosing,c1_flag,c2_workplaceclosing,c2_flag,c3_cancelpublicevents,c3_flag,c4_restrictionsongatherings,c4_flag,c5_closepublictransport,c5_flag,c6_stayathomerequirements,c6_flag,c7_restrictionsoninternalmovemen,c7_flag,c8_internationaltravelcontrols,e1_incomesupport,e1_flag,e2_debtcontractrelief,e3_fiscalmeasures,e4_internationalsupport,h1_publicinformationcampaigns,h1_flag,h2_testingpolicy,h3_contacttracing,h4_emergencyinvestmentinhealthca,h5_investmentinvaccines,m1_wildcard,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,legacystringencyindex,legacystringencyindexfordisplay
Cape Verde,CPV,20200212,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,2,1,1,2,0,0,,,,11.11,11.11,14.29,14.29
Cuba,CUB,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Cyprus,CYP,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Czech Republic,CZE,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Germany,DEU,20200212,0,,0,,0,,0,,0,,,,0,,0,0,,0,0,0,2,0,1,2,0,0,,15,0,7.9400001,7.9400001,9.5200005,9.5200005
Djibouti,DJI,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Dominica,DMA,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,,0,,,,0,0,0,0
Denmark,DNK,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Dominican Republic,DOM,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Algeria,DZA,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Ecuador,ECU,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,,0,0,11.11,11.11,14.29,14.29
Egypt,EGY,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,2,0,0,,0,0,0,0,0,0
Spain,ESP,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,,2,1,1,1,0,0,,2,0,11.11,11.11,14.29,14.29
Estonia,EST,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,,0,0,0,0,,0,0,0,0,0,0
Ethiopia,ETH,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Finland,FIN,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,,1,1,0,0,0,0,,1,0,15.47,15.47,18.1,18.1
France,FRA,20200212,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,2,0,0,0,0,0,,11,0,13.5,13.5,15.24,15.24
Gabon,GAB,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,1,1,,0,0,0,,,,15.47,15.47,18.1,18.1
United Kingdom,GBR,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,2,1,1,2,0,0,,8,0,11.11,11.11,14.29,14.29
Ghana,GHA,20200212,0,,0,,0,,,,0,,,,0,,1,0,,0,0,0,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
Gambia,GMB,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,1,1,0,0,0,0,,,,7.1399999,7.1399999,9.5200005,9.5200005
Greece,GRC,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Greenland,GRL,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Guatemala,GTM,20200212,0,,0,,0,,0,,0,,,,0,,2,,,,0,,2,1,0,0,0,0,,,,16.67,16.67,20,20
Guam,GUM,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Guyana,GUY,20200212,0,,0,,0,,,,0,,,,0,,1,,,,,,0,,0,0,,0,,,,2.78,2.78,2.8599999,2.8599999
Hong Kong,HKG,20200212,3,1,2,1,2,1,0,,0,,1,1,0,,3,0,,0,0,0,2,1,1,2,0,0,,50,1,55.950001,55.950001,69.290001,69.290001
Honduras,HND,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Croatia,HRV,20200212,0,,0,,0,,,,0,,,,0,,1,,,,0,,2,1,1,,0,0,,0,0,13.89,13.89,17.139999,17.139999
Hungary,HUN,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Indonesia,IDN,20200212,3,0,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,0,0,0,0,,0,0,27.379999,27.379999,33.57,33.57
India,IND,20200212,0,,0,,0,,0,,0,,1,0,0,,1,0,,0,0,0,0,,1,2,0,0,,3,0,5.4200001,5.4200001,6.4299998,6.4299998
Ireland,IRL,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,1,1,0,0,0,0,,0,0,7.1399999,7.1399999,9.5200005,9.5200005
Iran,IRN,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Iraq,IRQ,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,,0,0,0,0,,0,0,0,0,0,0
Iceland,ISL,20200212,0,,0,,0,,0,,0,,0,,0,,2,,,,0,,2,1,0,0,0,0,,0,0,16.67,16.67,20,20
Israel,ISR,20200212,0,,0,,0,,0,,0,,,,0,,3,0,,0,0,0,2,1,1,0,0,1,,0,0,19.440001,19.440001,22.860001,22.860001
Italy,ITA,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,,2,1,1,2,0,0,,3,0,19.440001,19.440001,22.860001,22.860001
Jamaica,JAM,20200212,0,,0,,0,,0,,0,,0,,0,,3,,,,,,2,1,1,1,,,,,,19.440001,19.440001,22.860001,22.860001
Jordan,JOR,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,,,,,,0,0,0,0
Japan,JPN,20200212,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,1,0,0,,25,0,13.89,13.89,17.139999,17.139999
Kazakhstan,KAZ,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,1,0,0,0,,,,0,0,0,0
Kenya,KEN,20200212,0,,0,,0,,,,0,,,,0,,1,0,,0,0,,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
Kyrgyz Republic,KGZ,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,1,0,0,0,,,,0,0,0,0
South Korea,KOR,20200212,3,0,0,,1,0,0,,0,,0,,0,,3,0,,1,0,0,2,1,3,2,0,0,,28,0,31.35,31.35,38.330002,38.330002
Kuwait,KWT,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,,2,1,0,0,0,0,,0,0,11.11,11.11,14.29,14.29
Laos,LAO,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,0,0,0,,,,0,0,0,0
Lebanon,LBN,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,1,0,0,0,,0,0,0,0,0,0
Libya,LBY,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Sri Lanka,LKA,20200212,0,,0,,0,,,,0,,,,1,1,1,,,,0,,2,1,1,2,0,0,,1,0,21.030001,21.030001,26.67,26.67
Lesotho,LSO,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Luxembourg,LUX,20200212,0,,0,,0,,0,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Macao,MAC,20200212,3,1,2,1,2,1,0,,1,1,0,,0,,1,,,,0,,2,1,1,2,0,0,,10,0,51.720001,51.720001,65.949997,65.949997
Morocco,MAR,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Moldova,MDA,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Madagascar,MDG,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Mexico,MEX,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Mali,MLI,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Myanmar,MMR,20200212,0,,0,,0,,0,,0,,0,,0,,1,,,,0,,2,0,0,0,0,0,,,,10.72,10.72,12.38,12.38
Mongolia,MNG,20200212,3,1,2,1,2,1,0,,0,,0,,0,,3,,,,0,,2,1,0,0,0,0,,,,50.130001,50.130001,62.139999,62.139999
Mozambique,MOZ,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Mauritania,MRT,20200212,0,,0,,0,,0,,0,,0,,0,,2,,,,0,,0,,0,0,0,0,,,,5.5599999,5.5599999,5.71,5.71
Mauritius,MUS,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Malawi,MWI,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Malaysia,MYS,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,,0,0,,18,0,19.440001,19.440001,22.860001,22.860001
Namibia,NAM,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Niger,NER,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Nigeria,NGA,20200212,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,0,0,0,,0,0,13.89,13.89,17.139999,17.139999
Nicaragua,NIC,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Netherlands,NLD,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,0,0,0,,0,0,0,0,0,0
Norway,NOR,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,,0,0,11.11,11.11,14.29,14.29
New Zealand,NZL,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,1,1,,0,0,0,,0,0,15.47,15.47,18.1,18.1
Oman,OMN,20200212,0,,0,,0,,0,,0,,,,0,,3,0,,0,0,0,2,1,2,2,0,,,0,0,19.440001,19.440001,22.860001,22.860001
Pakistan,PAK,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,1,0,0,,0,0,11.11,11.11,14.29,14.29
Panama,PAN,20200212,0,,0,,0,,,,0,,,,0,,1,,,,0,,2,1,0,0,0,0,,,,13.89,13.89,17.139999,17.139999
Peru,PER,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,0,0,0,,,,0,0,0,0
Philippines,PHL,20200212,0,,0,,1,1,,,0,1,,,0,,3,,,,0,,2,1,1,0,0,0,,3,1,29.76,29.76,32.380001,32.380001
Papua New Guinea,PNG,20200212,0,,0,,0,,0,,0,,0,,0,,3,,,,0,,2,1,0,2,0,0,,,,19.440001,19.440001,22.860001,22.860001
Poland,POL,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,1,1,0,0,0,0,,,,7.1399999,7.1399999,9.5200005,9.5200005
Puerto Rico,PRI,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Portugal,PRT,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,2,1,1,2,0,0,,,,11.11,11.11,14.29,14.29
Paraguay,PRY,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Palestine,PSE,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Qatar,QAT,20200212,0,,0,,0,,,,0,,,,0,,3,0,,0,0,0,1,1,0,0,0,0,,0,0,15.47,15.47,18.1,18.1
Romania,ROU,20200212,0,,0,,0,,,,0,,,,0,,2,0,,0,0,0,0,,0,0,0,0,,0,0,5.5599999,5.5599999,5.71,5.71
Russia,RUS,20200212,0,,0,,0,,,,0,,,,0,,3,,,,0,,0,,1,0,0,0,,2,0,8.3299999,8.3299999,8.5699997,8.5699997
Rwanda,RWA,20200212,0,,0,,0,,0,,0,,0,,0,,1,,,,0,,2,1,2,0,0,0,,,,13.89,13.89,17.139999,17.139999
Saudi Arabia,SAU,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Sudan,SDN,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,2,1,0,,0,0,,,,11.11,11.11,14.29,14.29
Singapore,SGP,20200212,0,,0,,1,1,,,0,,,,0,,3,0,,0,0,0,2,1,2,2,0,0,,47,0,26.59,26.59,32.380001,32.380001
Sierra Leone,SLE,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
El Salvador,SLV,20200212,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,0,0,0,0,,,,19.440001,19.440001,22.860001,22.860001
San Marino,SMR,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,,,0,,0,0,0,0,0,0
Serbia,SRB,20200212,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
South Sudan,SSD,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Slovak Republic,SVK,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,1,0,1,2,0,0,,,,3.97,3.97,4.7600002,4.7600002
Slovenia,SVN,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Sweden,SWE,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,2,0,0,,1,0,0,0,0,0
Eswatini,SWZ,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,,0,0,0,,,,,0,0,0,0
Seychelles,SYC,20200212,0,,0,,0,,,,0,1,,,0,,2,,,,0,,2,1,0,0,0,0,,,,19.84,19.84,20,20
Syria,SYR,20200212,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
Chad,TCD,20200212,0,,0,,0,,,,0,,,,0,,0,,,0,0,,0,,0,0,0,0,,,,0,0,0,0
Thailand,THA,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,33,0,0,0,0,0
Trinidad and Tobago,TTO,20200212,0,,0,,0,,0,,0,,0,,0,,2,,,,0,,1,1,0,0,0,0,,,,12.7,12.7,15.24,15.24
Tunisia,TUN,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Turkey,TUR,20200212,0,,0,,0,,,,1,0,,,0,,3,0,,0,0,,2,1,2,1,0,0,,,,23.41,23.41,27.620001,27.620001
Tanzania,TZA,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Uganda,UGA,20200212,0,,0,,0,,0,,0,,0,,0,,2,,,,0,,2,1,1,0,0,0,,,,16.67,16.67,20,20
Ukraine,UKR,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,1,1,0,0,,,,0,0,0,0
Uruguay,URY,20200212,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,,0,,,,0,0,0,0
United States,USA,20200212,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,0,,0,1,0,0,,13,0,5.5599999,5.5599999,5.71,5.71
Uzbekistan,UZB,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,1,0,0,0,,,,11.11,11.11,14.29,14.29
Venezuela,VEN,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,1,0,0,0,,,,0,0,0,0
Vietnam,VNM,20200212,3,0,0,,2,0,0,,0,,0,,0,,3,,,,0,,2,1,2,1,,0,,15,0,35.32,35.32,43.099998,43.099998
South Africa,ZAF,20200212,0,,0,,0,,0,,0,,0,,0,,1,,,,0,,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
Zambia,ZMB,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Zimbabwe,ZWE,20200212,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Taiwan,TWN,20200212,3,1,0,,0,,0,,0,,0,,0,,3,,,,0,,2,1,1,2,0,0,,18,0,30.559999,30.559999,37.139999,37.139999
Kosovo,RKS,20200212,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Aruba,ABW,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Afghanistan,AFG,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Angola,AGO,20200213,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,0,,0,0,0,0,,,,5.5599999,5.5599999,5.71,5.71
Albania,ALB,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Andorra,AND,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
United Arab Emirates,ARE,20200213,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,,0,,0,2,0,0,,8,0,2.78,2.78,2.8599999,2.8599999
Argentina,ARG,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Australia,AUS,20200213,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,,2,1,1,2,0,0,,14,0,19.440001,19.440001,22.860001,22.860001
Austria,AUT,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,,0,0,,0,0,0,0,0,0
Azerbaijan,AZE,20200213,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,,0,0,2.78,2.78,2.8599999,2.8599999
Burundi,BDI,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Belgium,BEL,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,2,1,0,0,0,0,,1,0,11.11,11.11,14.29,14.29
Burkina Faso,BFA,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,1,0,0,0,,,,0,0,0,0
Bangladesh,BGD,20200213,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,2,1,0,0,0,0,,,,16.67,16.67,20,20
Bulgaria,BGR,20200213,0,,0,,0,,,,0,,,,0,,1,0,,0,0,0,1,1,0,0,0,0,,,,9.9200001,9.9200001,12.38,12.38
Bahrain,BHR,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,1,0,0,0,,0,0,7.1399999,7.1399999,9.5200005,9.5200005
Bosnia and Herzegovina,BIH,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Belize,BLZ,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,,0,0,0,0,,,,0,0,0,0
Bermuda,BMU,20200213,0,,0,,0,,,,0,,,,0,,3,,,,0,,2,1,1,2,0,0,,,,19.440001,19.440001,22.860001,22.860001
Bolivia,BOL,20200213,0,,0,,0,,,,0,,,,0,,0,,,,,,0,,,,,,,,,0,0,0,0
Brazil,BRA,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,1,0,0,0,,0,0,0,0,0,0
Barbados,BRB,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,2,1,2,0,0,0,,,,11.11,11.11,14.29,14.29
Brunei,BRN,20200213,0,,0,,0,,0,,0,,,,0,,4,0,,0,0,0,2,1,0,1,0,0,,,,22.219999,22.219999,25.709999,25.709999
Botswana,BWA,20200213,0,,0,,0,,,,0,,,,0,,1,0,,0,0,0,2,1,0,0,0,0,,,,13.89,13.89,17.139999,17.139999
Canada,CAN,20200213,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,,7,0,2.78,2.78,2.8599999,2.8599999
Switzerland,CHE,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Chile,CHL,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,,,,,0,0,0,0
China,CHN,20200213,3,1,3,0,2,0,4,0,2,0,,,2,0,0,,,,0,,1,1,1,2,0,0,,59865,1368,57.950001,57.950001,65,65
Cameroon,CMR,20200213,0,,0,,0,,,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Democratic Republic of Congo,COD,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Colombia,COL,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,2,0,2,0,0,0,,,,7.9400001,7.9400001,9.5200005,9.5200005
Cape Verde,CPV,20200213,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,2,1,1,2,0,0,,,,11.11,11.11,14.29,14.29
Cuba,CUB,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,2,1,0,0,0,0,,,,11.11,11.11,14.29,14.29
Cyprus,CYP,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Czech Republic,CZE,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Germany,DEU,20200213,0,,0,,0,,0,,0,,,,0,,0,0,,0,0,0,2,0,1,2,0,0,,15,0,7.9400001,7.9400001,9.5200005,9.5200005
Djibouti,DJI,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Dominica,DMA,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,,0,,,,0,0,0,0
Denmark,DNK,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Dominican Republic,DOM,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Algeria,DZA,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Ecuador,ECU,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,2,1,0,0,0,0,,0,0,11.11,11.11,14.29,14.29
Egypt,EGY,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,2,0,0,,0,0,0,0,0,0
Spain,ESP,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,,2,1,1,1,0,0,,2,0,11.11,11.11,14.29,14.29
Estonia,EST,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,,0,0,0,0,,0,0,0,0,0,0
Ethiopia,ETH,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Finland,FIN,20200213,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,,1,1,0,0,0,0,,1,0,15.47,15.47,18.1,18.1
France,FRA,20200213,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,2,0,0,0,0,0,,11,0,13.5,13.5,15.24,15.24
Gabon,GAB,20200213,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,1,1,,0,0,0,,,,15.47,15.47,18.1,18.1
United Kingdom,GBR,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,2,1,1,2,0,0,,9,0,11.11,11.11,14.29,14.29
Ghana,GHA,20200213,0,,0,,0,,,,0,,,,0,,1,0,,0,0,0,0,,0,0,0,0,,,,2.78,2.78,2.8599999,2.8599999
Gambia,GMB,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,1,1,0,0,0,0,,,,7.1399999,7.1399999,9.5200005,9.5200005
Greece,GRC,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,0,0,0,0,0,0
Greenland,GRL,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Guatemala,GTM,20200213,0,,0,,0,,0,,0,,,,0,,2,,,,0,,2,1,0,0,0,0,,,,16.67,16.67,20,20
Guam,GUM,20200213,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Guyana,GUY,20200213,0,,0,,0,,,,0,,,,0,,1,,,,,,0,,0,0,,0,,,,2.78,2.78,2.8599999,2.8599999
Hong Kong,HKG,20200213,3,1,2,1,2,1,0,,0,,1,1,0,,3,0,,0,0,0,2,1,1,2,0,0,,53,1,55.950001,55.950001,69.290001,69.290001
Honduras,HND,20200213,0,,0,,0,,,,0,,,,0,,0,0,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
Croatia,HRV,20200213,0,,0,,0,,,,0,,,,0,,1,,,,0,,2,1,1,,0,0,,0,0,13.89,13.89,17.139999,17.139999
Hungary,HUN,20200213,0,,0,,0,,,,0,,,,0,,0,,,,0,,0,,0,0,0,0,,,,0,0,0,0
Indonesia,IDN,20200213,3,0,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,0,0,0,0,,0,0,27.379999,27.379999,33.57,33.57
India,IND,20200213,0,,0,,0,,0,,0,,1,0,0,,1,0,,0,0,0,0,,1,2,0,0,,3,0,5.4200001,5.4200001,6.4299998,6.4299998
Ireland,IRL,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,1,1,0,0,0,0,,0,0,7.1399999,7.1399999,9.5200005,9.5200005
Iran,IRN,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
Iraq,IRQ,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,,0,0,0,0,,0,0,0,0,0,0
Iceland,ISL,20200213,0,,0,,0,,0,,0,,0,,0,,2,,,,0,,2,1,0,0,0,0,,0,0,16.67,16.67,20,20
Israel,ISR,20200213,0,,0,,0,,0,,0,,,,0,,3,0,,0,0,0,2,1,1,0,0,1,,0,0,19.440001,19.440001,22.860001,22.860001
Italy,ITA,20200213,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,,2,1,1,2,0,0,,3,0,19.440001,19.440001,22.860001,22.860001
